"NCBI.ID","nuSSU","nuLSU","AbdA","Wg","LR","COI","EF1aF1","EF1aF2","ArgK","CAD","Top1","Ubx","Taxon","Genus","Tribe","Subfamily","Family"
"72789","DQ353463","DQ353662","DQ352909","DQ353077","DQ353194","DQ353343",NA,NA,NA,NA,NA,NA,"Cataglyphis ibericus","Cataglyphis","Formicini","Formicinae","Formicidae"
"606555",NA,NA,NA,NA,"MF071901","JN630769",NA,NA,NA,NA,NA,NA,"Cataglyphis isis","Cataglyphis","Formicini","Formicinae","Formicidae"
"1986353",NA,NA,NA,NA,"MF071920","MF071530",NA,NA,NA,NA,NA,NA,"Cataglyphis israelensis","Cataglyphis","Formicini","Formicinae","Formicidae"
"1933148",NA,NA,"KX118472","KX118572","KX118524","KX118494",NA,NA,NA,NA,NA,NA,"Cataglyphis livida","Cataglyphis","Formicini","Formicinae","Formicidae"
"606560",NA,NA,NA,NA,NA,"JN630748",NA,NA,NA,NA,NA,NA,"Cataglyphis longipedem","Cataglyphis","Formicini","Formicinae","Formicidae"
"299897",NA,"KU749785","KX118451","KX118562","KX118551","EF139797",NA,NA,NA,NA,NA,NA,"Cataglyphis mauritanica","Cataglyphis","Formicini","Formicinae","Formicidae"
"72791",NA,NA,"KX118464","KX118583","MF071922","JN630737",NA,NA,NA,NA,NA,NA,"Cataglyphis niger","Cataglyphis","Formicini","Formicinae","Formicidae"
"606565",NA,NA,NA,NA,"MF071898","JN630729",NA,NA,NA,NA,NA,NA,"Cataglyphis nodus","Cataglyphis","Formicini","Formicinae","Formicidae"
"606566",NA,NA,NA,NA,NA,"JN630749",NA,NA,NA,NA,NA,NA,"Cataglyphis oasium","Cataglyphis","Formicini","Formicinae","Formicidae"
"606570",NA,NA,NA,NA,NA,"JN630782",NA,NA,NA,NA,NA,NA,"Cataglyphis pallida","Cataglyphis","Formicini","Formicinae","Formicidae"
"1933149",NA,NA,"KX118446","KX118554","KX118517","KX118501",NA,NA,NA,NA,NA,NA,"Cataglyphis piliscapa","Cataglyphis","Formicini","Formicinae","Formicidae"
"72787",NA,NA,"KX118475","KX118575","KX118541","AB010933",NA,NA,NA,NA,NA,NA,"Cataglyphis rosenhaueri","Cataglyphis","Formicini","Formicinae","Formicidae"
"1933147",NA,NA,"KX118469","KX118569","KX118522","KX118512",NA,NA,NA,NA,NA,NA,"Cataglyphis rubra","Cataglyphis","Formicini","Formicinae","Formicidae"
"1933150",NA,NA,"KX118455","KX118559","KX118546","KX118490",NA,NA,NA,NA,NA,NA,"Cataglyphis sabulosa","Cataglyphis","Formicini","Formicinae","Formicidae"
"299898",NA,NA,NA,NA,"MF071916","AY642305",NA,NA,NA,NA,NA,NA,"Cataglyphis savignyi","Cataglyphis","Formicini","Formicinae","Formicidae"
"1933151",NA,NA,"KX118449","KX118556","KX118542","KX118485",NA,NA,NA,NA,NA,NA,"Cataglyphis tartessica","Cataglyphis","Formicini","Formicinae","Formicidae"
"606580",NA,NA,"KX118478","KX118586","KX118539","KX118484",NA,NA,NA,NA,NA,NA,"Cataglyphis theryi","Cataglyphis","Formicini","Formicinae","Formicidae"
"72786",NA,NA,NA,"KX219880","KX219920","AB010932",NA,NA,NA,NA,NA,NA,"Cataglyphis velox","Cataglyphis","Formicini","Formicinae","Formicidae"
"1086595",NA,NA,NA,"KX118565",NA,"AY642316",NA,NA,NA,NA,NA,NA,"Cataglyphis viatica","Cataglyphis","Formicini","Formicinae","Formicidae"
"606583",NA,NA,NA,NA,NA,"JN630777",NA,NA,NA,NA,NA,NA,"Cataglyphis viaticoides","Cataglyphis","Formicini","Formicinae","Formicidae"
"609739",NA,NA,NA,"LT977334",NA,"LT978303",NA,NA,NA,NA,"LT977215",NA,"Formica accreta","Formica","Formicini","Formicinae","Formicidae"
"258703",NA,NA,NA,NA,NA,"KX665011",NA,NA,NA,NA,NA,NA,"Formica aquilonia","Formica","Formicini","Formicinae","Formicidae"
"609748",NA,NA,NA,"LT977276",NA,"LT977374",NA,NA,NA,NA,"LT977210",NA,"Formica argentea","Formica","Formicini","Formicinae","Formicidae"
"1830378",NA,NA,NA,NA,NA,"KR794760",NA,NA,NA,NA,NA,NA,"Formica aserva","Formica","Formicini","Formicinae","Formicidae"
"609751",NA,NA,NA,NA,NA,"KX665018",NA,NA,NA,NA,NA,NA,"Formica beijingensis","Formica","Formicini","Formicinae","Formicidae"
"299549",NA,NA,NA,"LT977340",NA,"LT977377",NA,NA,NA,NA,NA,NA,"Formica candida","Formica","Formicini","Formicinae","Formicidae"
"609761",NA,NA,NA,NA,NA,"MG757151",NA,NA,NA,NA,NA,NA,"Formica cinerea","Formica","Formicini","Formicinae","Formicidae"
"72780",NA,"KU749784",NA,"KX219881","KU749819","AB010926",NA,NA,NA,NA,NA,NA,"Formica cunicularia","Formica","Formicini","Formicinae","Formicidae"
"609772",NA,NA,NA,NA,NA,"KR894834",NA,NA,NA,NA,NA,NA,"Formica dakotensis","Formica","Formicini","Formicinae","Formicidae"
"609775",NA,NA,NA,NA,NA,"KR417185",NA,NA,NA,NA,NA,NA,"Formica densiventris","Formica","Formicini","Formicinae","Formicidae"
"72781",NA,NA,NA,NA,NA,"AB103364",NA,NA,NA,NA,NA,NA,"Formica exsecta","Formica","Formicini","Formicinae","Formicidae"
"609781",NA,NA,NA,NA,NA,"KT310176",NA,NA,NA,NA,NA,NA,"Formica exsectoides","Formica","Formicini","Formicinae","Formicidae"
"208977",NA,NA,"LT883157","KX219882","KX219922","KX219955",NA,NA,NA,NA,NA,NA,"Formica frontalis","Formica","Formicini","Formicinae","Formicidae"
"609789",NA,NA,NA,NA,NA,"KX665055",NA,NA,NA,NA,NA,NA,"Formica fukaii","Formica","Formicini","Formicinae","Formicidae"
"72779","FJ824197","FJ824287","FJ824331","LT977331","FJ824464","FJ824419",NA,"AY334415","FJ824368",NA,"LT977209",NA,"Formica fusca","Formica","Formicini","Formicinae","Formicidae"
"609795",NA,NA,NA,"LT977339",NA,"LT977399",NA,NA,NA,NA,NA,NA,"Formica gagatoides","Formica","Formicini","Formicinae","Formicidae"
"208976",NA,NA,"LT883156","MF276903","MF276901","MF276902",NA,NA,NA,NA,NA,NA,"Formica gerardi","Formica","Formicini","Formicinae","Formicidae"
"609797",NA,NA,NA,"KJ920645","KJ920611","KR900227",NA,"KJ920574",NA,NA,NA,NA,"Formica glacialis","Formica","Formicini","Formicinae","Formicidae"
"1886613",NA,NA,NA,NA,NA,"KX665075",NA,NA,NA,NA,NA,NA,"Formica glauca","Formica","Formicini","Formicinae","Formicidae"
"609806",NA,NA,NA,NA,NA,"LT977401",NA,NA,NA,NA,NA,NA,"Formica incerta","Formica","Formicini","Formicinae","Formicidae"
"255794","KC413662",NA,NA,"LT977333",NA,"LT977402",NA,NA,NA,NA,"LT977207",NA,"Formica japonica","Formica","Formicini","Formicinae","Formicidae"
"609814",NA,NA,NA,NA,NA,"KR798420",NA,NA,NA,NA,NA,NA,"Formica lasioides","Formica","Formicini","Formicinae","Formicidae"
"84560",NA,NA,NA,"LT977287",NA,"AB019425",NA,NA,NA,NA,"LT977208",NA,"Formica lemani","Formica","Formicini","Formicinae","Formicidae"
"609821",NA,NA,NA,NA,NA,"KX665099",NA,NA,NA,NA,NA,NA,"Formica manchu","Formica","Formicini","Formicinae","Formicidae"
"168620","AY703493","AY703560","AY703694","AY233599","AY703761","AF398151","EF013263","EF013425","KT443574",NA,"KT443654","KT443734","Formica moki","Formica","Formicini","Formicinae","Formicidae"
"609831","KT443334","KT443392","KT443450","KT443278","KT443508","KR800091","KT443166","KT443222","KT443575",NA,"KT443655","KT443735","Formica neogagates","Formica","Formicini","Formicinae","Formicidae"
"609832",NA,NA,NA,"LT977341",NA,"KR895865",NA,NA,NA,NA,NA,NA,"Formica neorufibarbis","Formica","Formicini","Formicinae","Formicidae"
"195149",NA,NA,NA,"AY101372",NA,NA,NA,NA,NA,NA,NA,NA,"Formica nitidiventris","Formica","Formicini","Formicinae","Formicidae"
"609838",NA,NA,NA,NA,NA,"KR901170",NA,NA,NA,NA,NA,NA,"Formica obscuripes","Formica","Formicini","Formicinae","Formicidae"
"609847",NA,NA,NA,NA,NA,"KR892501",NA,NA,NA,NA,NA,NA,"Formica pacifica","Formica","Formicini","Formicinae","Formicidae"
"609850",NA,NA,NA,NA,NA,"KR801962",NA,NA,NA,NA,NA,NA,"Formica perpilosa","Formica","Formicini","Formicinae","Formicidae"
"609851",NA,NA,NA,NA,NA,"LT977411",NA,NA,NA,NA,NA,NA,"Formica picea","Formica","Formicini","Formicinae","Formicidae"
"609854",NA,NA,NA,NA,NA,"KR792042",NA,NA,NA,NA,NA,NA,"Formica planipilis","Formica","Formicini","Formicinae","Formicidae"
"609855",NA,NA,NA,"LT977300",NA,"LT977413",NA,NA,NA,NA,"LT977205",NA,"Formica podzolica","Formica","Formicini","Formicinae","Formicidae"
"145467",NA,NA,NA,NA,NA,"KX665105",NA,NA,NA,NA,NA,NA,"Formica polyctena","Formica","Formicini","Formicinae","Formicidae"
"221681",NA,NA,NA,NA,NA,"AB103363",NA,NA,NA,NA,NA,NA,"Formica pratensis","Formica","Formicini","Formicinae","Formicidae"
"258706",NA,NA,NA,NA,NA,"KR928491",NA,NA,NA,NA,NA,NA,"Formica rufa","Formica","Formicini","Formicinae","Formicidae"
"208980",NA,NA,"LT883158","KX219883","KX219923","KX665115",NA,NA,NA,NA,NA,NA,"Formica sanguinea","Formica","Formicini","Formicinae","Formicidae"
"374456","DQ402088",NA,NA,NA,NA,"KR788041",NA,NA,NA,NA,NA,NA,"Formica schaufussi","Formica","Formicini","Formicinae","Formicidae"
"208979",NA,NA,NA,NA,NA,"KP164473",NA,NA,NA,NA,NA,NA,"Formica selysi","Formica","Formicini","Formicinae","Formicidae"
"609888",NA,NA,NA,NA,NA,"KX665134",NA,NA,NA,NA,NA,NA,"Formica sinae","Formica","Formicini","Formicinae","Formicidae"
"556893",NA,NA,NA,NA,NA,"KX665148",NA,NA,NA,NA,NA,NA,"Formica sinensis","Formica","Formicini","Formicinae","Formicidae"
"609890",NA,NA,NA,NA,NA,"KU875084",NA,NA,NA,NA,NA,NA,"Formica subaenescens","Formica","Formicini","Formicinae","Formicidae"
"609893",NA,NA,NA,"KP730224",NA,"KP730063",NA,"KP730145",NA,NA,NA,NA,"Formica subintegra","Formica","Formicini","Formicinae","Formicidae"
"354281",NA,"DQ226040",NA,"KP730225","KP860351","KP730064",NA,"KP730146",NA,NA,NA,NA,"Formica subsericea","Formica","Formicini","Formicinae","Formicidae"
"72783",NA,NA,NA,NA,NA,"AB103362",NA,NA,NA,NA,NA,NA,"Formica truncorum","Formica","Formicini","Formicinae","Formicidae"
"609904",NA,NA,NA,NA,NA,"KR899563",NA,NA,NA,NA,NA,NA,"Formica ulkei","Formica","Formicini","Formicinae","Formicidae"
"512413",NA,NA,NA,NA,NA,"KX665155",NA,NA,NA,NA,NA,NA,"Formica uralensis","Formica","Formicini","Formicinae","Formicidae"
"369134","DQ353485","DQ353556","DQ352973","DQ353087","DQ353149","DQ353362",NA,NA,NA,NA,NA,NA,"Formica wheeleri","Formica","Formicini","Formicinae","Formicidae"
"72782",NA,NA,NA,NA,NA,"AB103358",NA,NA,NA,NA,NA,NA,"Formica yessensis","Formica","Formicini","Formicinae","Formicidae"
"1495095","KT443338","KT443396","KT443454","KX219884","KX219924","KX954286","KT443170","KT443226","KT443579",NA,"KT443659","KT443739","Iberoformica subrufa","Iberoformica","Formicini","Formicinae","Formicidae"
"239269","EF012915","EF013043","EF013171","DQ353090","EF013623","DQ353325","EF013326","EF013488","KT443606",NA,"KT443686","KT443766","Polyergus breviceps","Polyergus","Formicini","Formicinae","Formicidae"
"615968",NA,NA,NA,NA,NA,"MH645543",NA,NA,NA,NA,NA,NA,"Polyergus lucidus","Polyergus","Formicini","Formicinae","Formicidae"
"615972",NA,NA,NA,NA,NA,"MH645572",NA,NA,NA,NA,NA,NA,"Polyergus mexicanus","Polyergus","Formicini","Formicinae","Formicidae"
"72785",NA,NA,"LT883159","KX219902","KX219942","AB010931",NA,NA,NA,NA,NA,NA,"Polyergus rufescens","Polyergus","Formicini","Formicinae","Formicidae"
"72784",NA,NA,"LT883160","KX219903","KX219943","AB010930",NA,NA,NA,NA,NA,NA,"Polyergus samurai","Polyergus","Formicini","Formicinae","Formicidae"
"2282733",NA,NA,NA,NA,NA,"MH645540",NA,NA,NA,NA,NA,NA,"Polyergus topoffi","Polyergus","Formicini","Formicinae","Formicidae"
"621685",NA,NA,NA,"KX219885","KX219925","KJ499819",NA,NA,NA,NA,NA,NA,"Proformica buddhaensis","Proformica","Formicini","Formicinae","Formicidae"
"72796",NA,NA,NA,"KX219892","KX219932","AB010935",NA,NA,NA,NA,NA,NA,"Proformica ferreri","Proformica","Formicini","Formicinae","Formicidae"
"621691",NA,NA,NA,NA,NA,"JQ681057",NA,NA,NA,NA,NA,NA,"Proformica jacoti","Proformica","Formicini","Formicinae","Formicidae"
"621694",NA,NA,NA,"KX219894","KX219934","KX219960",NA,NA,NA,NA,NA,NA,"Proformica korbi","Proformica","Formicini","Formicinae","Formicidae"
"1930844",NA,"KU749793",NA,NA,"KU749828","KU749642",NA,NA,NA,NA,NA,NA,"Proformica longipilosa","Proformica","Formicini","Formicinae","Formicidae"
"72795",NA,NA,"LT883161","KX219900","KX219940","AB010934",NA,NA,NA,NA,NA,NA,"Proformica longiseta","Proformica","Formicini","Formicinae","Formicidae"
"621697","KT443359","KT443417","KT443475","KX219901","KX219941","JQ681056","KT443189","KT443245","KT443611",NA,"KT443691","KT443771","Proformica mongolica","Proformica","Formicini","Formicinae","Formicidae"
"369220","DQ353464","DQ353581","DQ352892","DQ353075","KU749823","DQ353311",NA,NA,NA,NA,NA,NA,"Proformica nasuta","Proformica","Formicini","Formicinae","Formicidae"
"625023","KT443362","KT443420","KT443478","KX219905","KX219945","HQ585985","KT443192","KT443248","KT443615",NA,"KT443695","KT443775","Rossomyrmex anatolicus","Rossomyrmex","Formicini","Formicinae","Formicidae"
"72797",NA,NA,NA,"KX219912","KX219952","AB010937",NA,NA,NA,NA,NA,NA,"Rossomyrmex minuchae","Rossomyrmex","Formicini","Formicinae","Formicidae"
"625025",NA,NA,NA,"KX219914","KX219954","KX219957",NA,NA,NA,NA,NA,NA,"Rossomyrmex quandratinodum","Rossomyrmex","Formicini","Formicinae","Formicidae"
"625029","KT443363","KT443421","KT443479","KT443305","KT443537",NA,"KT443193","KT443249","KT443616",NA,"KT443696","KT443776","Santschiella kohli","Santschiella","Gesomyrmecini","Formicinae","Formicidae"
"219780","KT443337","KT443395","KT443453","KT443281","KT443511",NA,"KT443169","KT443225","KT443578",NA,"KT443658","KT443738","Gigantiops destructor","Gigantiops","Gigantiopini","Formicinae","Formicidae"
"354291","EF012827","EF012955","EF013083","FJ982522","EF013535","FJ982436","FJ982521","FJ982564","KT443544","KM403855","KT443624","KT443704","Acropyga acutiventris","Acropyga","Lasiini","Formicinae","Formicidae"
"354292",NA,"DQ226031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acropyga arnoldi","Acropyga","Lasiini","Formicinae","Formicidae"
"354293",NA,"DQ226032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acropyga donisthorpei","Acropyga","Lasiini","Formicinae","Formicidae"
"354294","DQ353481","DQ353586","DQ352999","DQ353074","DQ353227","DQ353295",NA,NA,NA,NA,NA,NA,"Acropyga epedana","Acropyga","Lasiini","Formicinae","Formicidae"
"602571",NA,NA,NA,NA,NA,"LN609180",NA,NA,NA,NA,NA,NA,"Anoplolepis carinata","Anoplolepis","Lasiini","Formicinae","Formicidae"
"602572","KT443314","KT443372","KT443430","KT443258","KT443488",NA,"KT443146","KT443202","KT443547",NA,"KT443627","KT443707","Anoplolepis custodiens","Anoplolepis","Lasiini","Formicinae","Formicidae"
"354296","EF012836","EF012964","EF013092","DQ353084","EF013544","FJ982435","EF013223","EF013385","KT443548","FJ982606","KT443628","KT443708","Anoplolepis gracilipes","Anoplolepis","Lasiini","Formicinae","Formicidae"
"369129","DQ353477","DQ353688","DQ352988",NA,"DQ353183",NA,NA,NA,NA,NA,NA,NA,"Euprenolepis negrosensis","Euprenolepis","Lasiini","Formicinae","Formicidae"
"609683","KT443332","KT443390","KT443448","FJ982523","KT443506","FJ982439","FJ982485","FJ982565","KT443572",NA,"KT443652","KT443732","Euprenolepis procera","Euprenolepis","Lasiini","Formicinae","Formicidae"
"710420",NA,NA,NA,"FJ982524",NA,"FJ982440","FJ982486","FJ982566","JN562403","FJ982609",NA,NA,"Euprenolepis wittei","Euprenolepis","Lasiini","Formicinae","Formicidae"
"610666","KT443339","KT443397","KT443455","KT443283","KT443513",NA,"KT443171","KT443227","KT443580",NA,"KT443660","KT443740","Lasiophanes atriventris","Lasiophanes","Lasiini","Formicinae","Formicidae"
"219781","DQ353484","DQ353683","DQ352952","LT977308","KC820381","FJ824425",NA,NA,"FJ824369",NA,"LT977250",NA,"Lasius alienus","Lasius","Lasiini","Formicinae","Formicidae"
"488572",NA,NA,NA,NA,NA,"AB370981",NA,NA,NA,NA,NA,NA,"Lasius arizonicus","Lasius","Lasiini","Formicinae","Formicidae"
"231983",NA,NA,NA,NA,NA,"AY225873",NA,NA,NA,NA,NA,NA,"Lasius austriacus","Lasius","Lasiini","Formicinae","Formicidae"
"436275",NA,NA,NA,NA,NA,"EF191427",NA,NA,NA,NA,NA,NA,"Lasius balcanicus","Lasius","Lasiini","Formicinae","Formicidae"
"1380867",NA,NA,NA,"KC820398","KC820375","KC820352",NA,NA,NA,NA,NA,NA,"Lasius balearicus","Lasius","Lasiini","Formicinae","Formicidae"
"231984",NA,NA,NA,"KC820412","KC820390","AY225877",NA,NA,NA,NA,NA,NA,"Lasius brunneus","Lasius","Lasiini","Formicinae","Formicidae"
"262027","EF012870","EF012998","EF013126","EF013706","EF013578","FJ982437","EF013268","EF013430","KJ523346","KJ523369","KJ523692","KJ523609","Lasius californicus","Lasius","Lasiini","Formicinae","Formicidae"
"488576",NA,NA,NA,NA,NA,"AB370993",NA,NA,NA,NA,NA,NA,"Lasius capitatus","Lasius","Lasiini","Formicinae","Formicidae"
"611225",NA,NA,NA,"KC820413","KC820384","KC820341",NA,NA,NA,NA,NA,NA,"Lasius cinereus","Lasius","Lasiini","Formicinae","Formicidae"
"611227",NA,NA,NA,NA,NA,"KR888623",NA,NA,NA,NA,NA,NA,"Lasius claviger","Lasius","Lasiini","Formicinae","Formicidae"
"611234",NA,NA,NA,"LT977317",NA,"LT977553",NA,NA,NA,NA,"LT977230",NA,"Lasius crypticus","Lasius","Lasiini","Formicinae","Formicidae"
"262028",NA,NA,NA,"LT977267",NA,"LT977447",NA,NA,NA,NA,"LT977213",NA,"Lasius distinguendus","Lasius","Lasiini","Formicinae","Formicidae"
"231985",NA,NA,NA,"KC820392","KC820383","AY225868",NA,NA,NA,NA,NA,NA,"Lasius emarginatus","Lasius","Lasiini","Formicinae","Formicidae"
"611236",NA,NA,NA,"LT977281",NA,"LT977452",NA,NA,NA,NA,"LT977242",NA,"Lasius fallax","Lasius","Lasiini","Formicinae","Formicidae"
"67763",NA,NA,NA,"LT977316",NA,"AB370985",NA,NA,NA,NA,"LT977243",NA,"Lasius flavus","Lasius","Lasiini","Formicinae","Formicidae"
"488577",NA,NA,NA,NA,NA,"AB370995",NA,NA,NA,NA,NA,NA,"Lasius fuji","Lasius","Lasiini","Formicinae","Formicidae"
"231986",NA,NA,NA,NA,NA,"EF191432",NA,NA,NA,NA,NA,NA,"Lasius fuliginosus","Lasius","Lasiini","Formicinae","Formicidae"
"611240",NA,NA,NA,"KC820414","KC820379","KC820357",NA,NA,NA,NA,NA,NA,"Lasius grandis","Lasius","Lasiini","Formicinae","Formicidae"
"488580",NA,NA,NA,NA,NA,"AB371013",NA,NA,NA,NA,NA,NA,"Lasius hayashi","Lasius","Lasiini","Formicinae","Formicidae"
"488573",NA,NA,NA,NA,NA,"AB370986",NA,NA,NA,NA,NA,NA,"Lasius interjectus","Lasius","Lasiini","Formicinae","Formicidae"
"488581",NA,NA,NA,NA,NA,"AB371017",NA,NA,NA,NA,NA,NA,"Lasius japonicus","Lasius","Lasiini","Formicinae","Formicidae"
"437477",NA,NA,NA,NA,NA,"EF191429",NA,NA,NA,NA,NA,NA,"Lasius jensi x Lasius meridionalis","Lasius","Lasiini","Formicinae","Formicidae"
"231987",NA,NA,NA,"KC820405","KC820388","AY225874",NA,NA,NA,NA,NA,NA,"Lasius lasioides","Lasius","Lasiini","Formicinae","Formicidae"
"369083","DQ353480","DQ353690","DQ352963","DQ353091","DQ353208","DQ353346",NA,NA,NA,NA,NA,NA,"Lasius latipes","Lasius","Lasiini","Formicinae","Formicidae"
"67764",NA,NA,NA,"LT977328",NA,"LT977481",NA,NA,NA,NA,"LT977233",NA,"Lasius meridionalis","Lasius","Lasiini","Formicinae","Formicidae"
"231988",NA,NA,NA,"LT977303",NA,"AY225879",NA,NA,NA,NA,"LT977238",NA,"Lasius mixtus","Lasius","Lasiini","Formicinae","Formicidae"
"611255",NA,NA,NA,"LT977298",NA,"LT977485",NA,NA,NA,NA,"LT977240",NA,"Lasius myops","Lasius","Lasiini","Formicinae","Formicidae"
"488575",NA,NA,NA,"LT977321",NA,"AB370987",NA,NA,NA,NA,"LT977232",NA,"Lasius nearcticus","Lasius","Lasiini","Formicinae","Formicidae"
"111072",NA,NA,NA,NA,NA,"AY225876",NA,NA,NA,NA,NA,NA,"Lasius neglectus","Lasius","Lasiini","Formicinae","Formicidae"
"611257",NA,NA,NA,"LT977327",NA,"KR883948",NA,NA,NA,NA,"LT977231",NA,"Lasius neoniger","Lasius","Lasiini","Formicinae","Formicidae"
"611258",NA,NA,NA,"LT977309",NA,"LT977493",NA,NA,NA,NA,"LT977236",NA,"Lasius nevadensis","Lasius","Lasiini","Formicinae","Formicidae"
"67767","KT443340","KT443398","KT443456","LT977323","KT443514","AY225866","KT443172","KT443228","KT443581",NA,"KT443661","KT443741","Lasius niger","Lasius","Lasiini","Formicinae","Formicidae"
"488578",NA,NA,NA,NA,NA,"AB371001",NA,NA,NA,NA,NA,NA,"Lasius nipponensis","Lasius","Lasiini","Formicinae","Formicidae"
"611260",NA,NA,NA,"LT977274",NA,"LT977527",NA,NA,NA,NA,"LT977211",NA,"Lasius nitidigaster","Lasius","Lasiini","Formicinae","Formicidae"
"611262",NA,NA,NA,NA,NA,"LT977528",NA,NA,NA,NA,NA,NA,"Lasius occidentalis","Lasius","Lasiini","Formicinae","Formicidae"
"488579",NA,NA,NA,NA,NA,"AB371003",NA,NA,NA,NA,NA,NA,"Lasius orientalis","Lasius","Lasiini","Formicinae","Formicidae"
"262030",NA,NA,NA,NA,NA,"AB371025",NA,NA,NA,NA,NA,NA,"Lasius pallitarsis","Lasius","Lasiini","Formicinae","Formicidae"
"611263",NA,NA,NA,"LT977325",NA,"LT977532",NA,NA,NA,NA,"LT977218",NA,"Lasius paralienus","Lasius","Lasiini","Formicinae","Formicidae"
"611264",NA,NA,NA,"LT977288",NA,"LT977533",NA,NA,NA,NA,"LT977226",NA,"Lasius piliferus","Lasius","Lasiini","Formicinae","Formicidae"
"488582",NA,NA,NA,"LT977272","KC820385","AY225867",NA,NA,NA,NA,"LT977221",NA,"Lasius platythorax","Lasius","Lasiini","Formicinae","Formicidae"
"488583",NA,NA,NA,NA,NA,"AB371021",NA,NA,NA,NA,NA,NA,"Lasius productus","Lasius","Lasiini","Formicinae","Formicidae"
"231990",NA,NA,NA,"LT977273","KC820382","AY225863",NA,NA,NA,NA,"LT977228",NA,"Lasius psammophilus","Lasius","Lasiini","Formicinae","Formicidae"
"488574",NA,NA,NA,NA,NA,"AB370983",NA,NA,NA,NA,NA,NA,"Lasius reginae","Lasius","Lasiini","Formicinae","Formicidae"
"611270",NA,NA,NA,"LT977324",NA,"LT977547",NA,NA,NA,NA,"LT977234",NA,"Lasius sabularum","Lasius","Lasiini","Formicinae","Formicidae"
"231991",NA,NA,NA,NA,NA,"AY225864",NA,NA,NA,NA,NA,NA,"Lasius sakagamii","Lasius","Lasiini","Formicinae","Formicidae"
"611273",NA,NA,NA,NA,NA,"LT977548",NA,NA,NA,NA,NA,NA,"Lasius sitiens","Lasius","Lasiini","Formicinae","Formicidae"
"67765",NA,NA,NA,NA,NA,"AB371007",NA,NA,NA,NA,NA,NA,"Lasius spathepus","Lasius","Lasiini","Formicinae","Formicidae"
"484376",NA,"EU367181","EU142963","LT977310","EU367299","LT977558",NA,"EU143082",NA,NA,"LT977239",NA,"Lasius subumbratus","Lasius","Lasiini","Formicinae","Formicidae"
"235463",NA,NA,NA,NA,NA,"DQ975455",NA,NA,NA,NA,NA,NA,"Lasius turcicus","Lasius","Lasiini","Formicinae","Formicidae"
"262031",NA,NA,NA,"LT977318",NA,"EF191428",NA,NA,NA,NA,"LT977247",NA,"Lasius umbratus","Lasius","Lasiini","Formicinae","Formicidae"
"611283",NA,NA,NA,"LT977293",NA,"LT977582",NA,NA,NA,NA,"LT977229",NA,"Lasius xerophilus","Lasius","Lasiini","Formicinae","Formicidae"
"271134",NA,NA,"EU142973","EU143227","EU143144","AY519371",NA,"EU143093",NA,NA,NA,NA,"Myrmecocystus creightoni","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"212103",NA,NA,"EU142961","EU143220","EU143136","AY519375",NA,"EU143080",NA,NA,NA,NA,"Myrmecocystus depilis","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"271137","EF012888","EF013016","EF013144","EF013724","EF013596","FJ982438","EF013294","EF013456","KT443585","FJ982608","KT443665","KT443745","Myrmecocystus flaviceps","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"484380",NA,NA,"EU142952","EU143212","EU143127","EU143013",NA,"EU143072",NA,NA,NA,NA,"Myrmecocystus kathjuli","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"271138",NA,NA,"EU142953","EU143213","EU143128","AY519376",NA,"EU143073",NA,NA,NA,NA,"Myrmecocystus kennedyi","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"484381",NA,NA,"EU142971","EU143228","EU143147","EU143033",NA,"EU143090",NA,NA,NA,NA,"Myrmecocystus koso","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"484382",NA,NA,"EU142972","EU143230","EU143148","EU143035",NA,"EU143092",NA,NA,NA,NA,"Myrmecocystus lugubris","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"271139",NA,NA,NA,NA,NA,"AY519377",NA,NA,NA,NA,NA,NA,"Myrmecocystus melliger","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"271140",NA,NA,"EU142959","EU143210","EU143125","AB433920",NA,"EU143079",NA,NA,NA,NA,"Myrmecocystus mendax","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"271132","DQ353473","DQ353639","EU142976","DQ353094","DQ353203","DQ353330",NA,"EU143096",NA,NA,NA,NA,"Myrmecocystus mexicanus","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"211521",NA,"DQ226046","EU142974","EU143231","EU143149","AB433923",NA,"EU143094",NA,NA,NA,NA,"Myrmecocystus mimicus","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"484383",NA,NA,"EU142962","EU143221","EU143137","EU143023",NA,"EU143081",NA,NA,NA,NA,"Myrmecocystus navajo","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"271141",NA,NA,"EU142958","EU143218","EU143133","AY519385",NA,"EU143078",NA,NA,NA,NA,"Myrmecocystus nequazcatl","Myrmecocystus","Lasiini","Formicinae","Formicidae"
"271135",NA,NA,NA,NA,NA,"AY519372",NA,NA,NA,NA,NA,NA,"Myrmecocystus perimeces","Myrmecocystus","Lasiini","Formicinae","Formicidae"
