"NCBI.ID","nuSSU","nuLSU","AbdA","Wg","LR","COI","EF1aF1","EF1aF2","ArgK","CAD","Top1","Ubx","Taxon","Genus","Tribe","Subfamily","Family"
"27500","KJ860112","KJ859924","KJ861200","KJ861812","KJ861385","LN831922","KJ860541","KJ859737","KJ860983","KJ860743","KJ861585","KJ860314","Harpagoxenus sublaevis","Harpagoxenus","Formicoxenini","Myrmicinae","Formicidae"
"33409","X89492","MF427424","MF427315","MF426988","MF427097","LN831919",NA,"MF427206","MF436459","MF436350","MF436241",NA,"Leptothorax acervorum","Leptothorax","Formicoxenini","Myrmicinae","Formicidae"
"1473653",NA,NA,NA,NA,NA,"KM538042",NA,NA,NA,NA,NA,NA,"Leptothorax ambiguus","Leptothorax","Formicoxenini","Myrmicinae","Formicidae"
"611151",NA,"MF427425","MF427316","MF426989","MF427098",NA,NA,"MF427207","MF436460","MF436351","MF436242",NA,"Leptothorax calderoni","Leptothorax","Formicoxenini","Myrmicinae","Formicidae"
"314135",NA,"FJ407373",NA,NA,NA,"LN831913",NA,NA,NA,NA,NA,NA,"Leptothorax canadensis","Leptothorax","Formicoxenini","Myrmicinae","Formicidae"
"105368",NA,"MF427426","MF427317","MF426990","MF427099","LN831907",NA,"MF427208","MF436461","MF436352","MF436243",NA,"Leptothorax gredleri","Leptothorax","Formicoxenini","Myrmicinae","Formicidae"
"611155",NA,"MF427427","MF427318","MF426991","MF427100","LN831920",NA,"MF427209","MF436462","MF436353","MF436244",NA,"Leptothorax kutteri","Leptothorax","Formicoxenini","Myrmicinae","Formicidae"
"61281",NA,NA,NA,"LT977326",NA,"LN831898",NA,NA,NA,NA,"LT977204",NA,"Leptothorax muscorum","Leptothorax","Formicoxenini","Myrmicinae","Formicidae"
"611162",NA,NA,NA,NA,NA,"LN831890",NA,NA,NA,NA,NA,NA,"Leptothorax scamni","Leptothorax","Formicoxenini","Myrmicinae","Formicidae"
"613324",NA,NA,NA,NA,NA,"KT073923",NA,NA,NA,NA,NA,NA,"Nesomyrmex angulatus","Nesomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"613328",NA,NA,NA,NA,NA,"MF926039",NA,NA,NA,NA,NA,NA,"Nesomyrmex asper","Nesomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"411711","EF012895","EF013023","EF013151","EF013731","EF013603",NA,"EF013303","EF013465","KJ861040","KJ860805","KJ861647","KJ860376","Nesomyrmex echinatinodis","Nesomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"613342","KJ860161","KJ859973","KJ861248","KJ861861","KJ861433","DQ176143","KJ860590","KJ859785","KJ861041","KJ860806","KJ861648","KJ860377","Nesomyrmex madecassus","Nesomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"613344",NA,NA,NA,NA,NA,"KC419692",NA,NA,NA,NA,NA,NA,"Nesomyrmex pittieri","Nesomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"613355",NA,NA,NA,NA,NA,"MF925803",NA,NA,NA,NA,NA,NA,"Nesomyrmex tonsuratus","Nesomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"613358","KJ860164","KJ859976","KJ861251","KJ861864","KJ861436",NA,"KJ860593","KJ859788","KJ861044","KJ860809","KJ861651","KJ860380","Nesomyrmex wilda","Nesomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"613379","KJ860165","KJ859977","KJ861252","KJ861865","KJ861437",NA,"KJ860594","KJ859789","KJ861045","KJ860810","KJ861652","KJ860381","Ochetomyrmex neopolitus","Ochetomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"613380","KJ860166","KJ859978","KJ861253","KJ861866","KJ861438",NA,"KJ860595","KJ859790","KJ861046","KJ860811","KJ861653","KJ860382","Ochetomyrmex semipolitus","Ochetomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"615921","KJ860179","KJ859991","KJ861266","KJ861879","KJ861451",NA,"KJ860608","KJ859803","KJ861063","KJ860828","KJ861670","KJ860399","Podomyrma silvicola","Podomyrma","Formicoxenini","Myrmicinae","Formicidae"
"1539495","KJ860180","KJ859992","KJ861267","KJ861880","KJ861452",NA,"KJ860609","KJ859804","KJ861064","KJ860829","KJ861671","KJ860400","Poecilomyrma myrmecodiae","Poecilomyrma","Formicoxenini","Myrmicinae","Formicidae"
"625017","KJ860195","KJ860007","KJ861282","KJ861895","KJ861466",NA,"KJ860624","KJ859819","KJ861081","KJ860847","KJ861689","KJ860418","Romblonella scrobifera","Romblonella","Formicoxenini","Myrmicinae","Formicidae"
"625027","KJ860196","KJ860008","KJ861283","KJ861896","KJ861467",NA,"KJ860625","KJ859820","KJ861082","KJ860848","KJ861690","KJ860419","Rotastruma recava","Rotastruma","Formicoxenini","Myrmicinae","Formicidae"
"625028","KJ860197","KJ860009","KJ861284","KJ861897","KJ861468",NA,"KJ860626","KJ859821","KJ861083","KJ860849","KJ861691","KJ860420","Rotastruma stenoceps","Rotastruma","Formicoxenini","Myrmicinae","Formicidae"
"628180",NA,"MF427441","MF427332","MF427005","MF427114",NA,NA,"MF427223","MF436476","MF436367","MF436258",NA,"Temnothorax allardycei","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"314134",NA,"MF427442","MF427333","MF427006","MF427115","KR802180",NA,"MF427224","MF436477","MF436368","MF436259",NA,"Temnothorax ambiguus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"1964332",NA,"MF427443","MF427334","MF427007","MF427116",NA,NA,"MF427225","MF436478","MF436369","MF436260",NA,"Temnothorax americanus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628186",NA,"MF427444","MF427335","MF427008","MF427117",NA,NA,"MF427226","MF436479","MF436370","MF436261",NA,"Temnothorax andrei","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628188",NA,"MF427447","MF427338","MF427011","MF427120",NA,NA,"MF427229","MF436482","MF436373","MF436264",NA,"Temnothorax angustulus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"1810710",NA,NA,NA,NA,NA,"KU845442",NA,NA,NA,NA,NA,NA,"Temnothorax ariadnae","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628208",NA,NA,NA,NA,NA,"KU845410",NA,NA,NA,NA,NA,NA,"Temnothorax artvinensis","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628215",NA,"MF427451","MF427342","MF427015","MF427124",NA,NA,"MF427233","MF436486","MF436377","MF436268",NA,"Temnothorax aztecus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"106184","KJ860160","KJ859972","MF427344","MF427017","KJ861432",NA,"KJ860589","MF427235","MF436488","MF436379","MF436270","KJ860375","Temnothorax bernardi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628228",NA,"MF427455","MF427346","MF427019","MF427128",NA,NA,"MF427237","MF436490","MF436381","MF436272",NA,"Temnothorax blascoi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628244",NA,"MF427456","MF427347","MF427020","MF427129",NA,NA,"MF427238","MF436491","MF436382","MF436273",NA,"Temnothorax cabrerae","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628246",NA,"MF427457","MF427348","MF427021","MF427130",NA,NA,"MF427239","MF436492","MF436383","MF436274",NA,"Temnothorax cagnianti","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628248",NA,"MF427458","MF427349","MF427022","MF427131",NA,NA,"MF427240","MF436493","MF436384","MF436275",NA,"Temnothorax carinatus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628252",NA,"MF427460","MF427351","MF427024","MF427133",NA,NA,"MF427242","MF436495","MF436386","MF436277",NA,"Temnothorax clypeatus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628256",NA,"MF427461","MF427352","MF427025","MF427134",NA,NA,"MF427243","MF436496","MF436387","MF436278",NA,"Temnothorax congruus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"106185",NA,"MF427462","MF427353","MF427026","MF427135",NA,NA,"MF427244","MF436497","MF436388","MF436279",NA,"Temnothorax corticalis","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"1810714",NA,NA,NA,NA,NA,"KU845467",NA,NA,NA,NA,NA,NA,"Temnothorax crasecundus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628261",NA,NA,NA,NA,NA,"KU845466",NA,NA,NA,NA,NA,NA,"Temnothorax crassispinus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628263",NA,"MF427463","MF427354","MF427027","MF427136",NA,NA,"MF427245","MF436498","MF436389","MF436280",NA,"Temnothorax creolus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628265",NA,"MF427464","MF427355","MF427028","MF427137",NA,NA,"MF427246","MF436499","MF436390","MF436281",NA,"Temnothorax cristinae","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"300111",NA,"MF427465","MF427356","MF427029","MF427138","AY757258",NA,"MF427247","MF436500","MF436391","MF436282",NA,"Temnothorax curvispinosus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628279",NA,"MF427468","MF427359","MF427032","MF427141",NA,NA,"MF427250","MF436503","MF436394","MF436285",NA,"Temnothorax emmae","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"106186",NA,"MF427469","MF427360","MF427033","MF427142",NA,NA,"MF427251","MF436504","MF436395","MF436286",NA,"Temnothorax exilis","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"106187",NA,"MF427470","MF427361","MF427034","MF427143","KU572513",NA,"MF427252","MF436505","MF436396","MF436287",NA,"Temnothorax flavicornis","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628288",NA,"MF427472","MF427363","MF427036","MF427145",NA,NA,"MF427254","MF436507","MF436398","MF436289",NA,"Temnothorax formosus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628296",NA,"MF427473","MF427364","MF427037","MF427146",NA,NA,"MF427255","MF436508","MF436399","MF436290",NA,"Temnothorax fuscatus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628298",NA,"MF427475","MF427366","MF427039","MF427148",NA,NA,"MF427257","MF436510","MF436401","MF436292",NA,"Temnothorax gallae","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"105198",NA,NA,"LK392487","LN871218",NA,NA,NA,NA,NA,NA,NA,NA,"Temnothorax gordiagini","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"106189",NA,"MF427476","MF427367","MF427040","MF427149",NA,NA,"MF427258","MF436511","MF436402","MF436293",NA,"Temnothorax gredosi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628303",NA,"MF427477","MF427368","MF427041","MF427150",NA,NA,"MF427259","MF436512","MF436403","MF436294",NA,"Temnothorax gundlachi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"1790072",NA,NA,NA,NA,NA,"KU845440",NA,NA,NA,NA,NA,NA,"Temnothorax helenae","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628310",NA,"MF427478","MF427369","MF427042","MF427151",NA,NA,"MF427260","MF436513","MF436404","MF436295",NA,"Temnothorax ibericus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"61282",NA,"MF427479","MF427370","MF427043","MF427152",NA,NA,"MF427261","MF436514","MF436405","MF436296",NA,"Temnothorax interruptus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628319",NA,"MF427480","MF427371","MF427044","MF427153",NA,NA,"MF427262","MF436515","MF436406","MF436297",NA,"Temnothorax ixili","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628329",NA,NA,NA,NA,NA,"KF593813",NA,NA,NA,NA,NA,NA,"Temnothorax korbi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"106191",NA,NA,NA,"LN866973",NA,NA,NA,NA,NA,NA,NA,NA,"Temnothorax kraussei","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628331",NA,"MF427481","MF427372","MF427045","MF427154",NA,NA,"MF427263","MF436516","MF436407","MF436298",NA,"Temnothorax kubira","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"106183","KJ860090","KJ859902","MF427373","MF427046","KJ861364",NA,"KJ860519","MF427264","MF436517","MF436408","MF436299","KJ860288","Temnothorax kutteri","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"1396519",NA,NA,NA,NA,NA,"KU845453",NA,NA,NA,NA,NA,NA,"Temnothorax laconicus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628334",NA,"MF427483","MF427374","MF427047","MF427156",NA,NA,"MF427265","MF436518","MF436409","MF436300",NA,"Temnothorax laetus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"106192",NA,NA,NA,NA,NA,"KU845469",NA,NA,NA,NA,NA,NA,"Temnothorax lichtensteini","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"300112",NA,"MF427484","MF427375","MF427048","MF427157","AY757235",NA,"MF427266","MF436519","MF436410","MF436301",NA,"Temnothorax longispinosus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"1810711",NA,NA,NA,NA,NA,"KU845431",NA,NA,NA,NA,NA,NA,"Temnothorax lucidus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"2064866",NA,"MF427485","MF427376","MF427049","MF427158",NA,NA,"MF427267","MF436520","MF436411","MF436302",NA,"Temnothorax morongo","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"2064867",NA,"MF427486","MF427377","MF427050","MF427159",NA,NA,"MF427268","MF436521","MF436412","MF436303",NA,"Temnothorax mpala","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"27496","X73271","MF427487","MF427378","MF427051","MF427160",NA,NA,"MF427269","MF436522","MF436413","MF436304",NA,"Temnothorax muellerianus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628368",NA,"MF427488","MF427379","MF427052","MF427161",NA,NA,"MF427270","MF436523","MF436414","MF436305",NA,"Temnothorax nassanowi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628370",NA,"MF427489","MF427380","MF427053","MF427162",NA,NA,"MF427271","MF436524","MF436415","MF436306",NA,"Temnothorax neomexicanus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628371",NA,"MF427490","MF427381","MF427054","MF427163","KR895894",NA,"MF427272","MF436525","MF436416","MF436307",NA,"Temnothorax nevadensis","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"61280",NA,"MF427491","MF427382","MF427055","MF427164",NA,NA,"MF427273","MF436526","MF436417","MF436308",NA,"Temnothorax nigriceps","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628382",NA,"MF427492","MF427383","MF427056","MF427165",NA,NA,"MF427274","MF436527","MF436418","MF436309",NA,"Temnothorax nitens","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"102681",NA,"MF427493","MF427384","MF427057","MF427166","FJ853633",NA,"MF427275","MF436528","MF436419","MF436310",NA,"Temnothorax nylanderi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628388",NA,"MF427494","MF427385","MF427058","MF427167",NA,NA,"MF427276","MF436529","MF436420","MF436311",NA,"Temnothorax obliquicanthus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628390",NA,"MF427495","MF427386","MF427059","MF427168",NA,NA,"MF427277","MF436530","MF436421","MF436312",NA,"Temnothorax obturator","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628393",NA,"MF427497","MF427388","MF427061","MF427170",NA,NA,"MF427279","MF436532","MF436423","MF436314",NA,"Temnothorax oxianus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628394",NA,"MF427498","MF427389","MF427062","MF427171",NA,NA,"MF427280","MF436533","MF436424","MF436315",NA,"Temnothorax oxynodis","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"2064868",NA,"MF427499","MF427390","MF427063","MF427172",NA,NA,"MF427281","MF436534","MF436425","MF436316",NA,"Temnothorax paiute","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628401",NA,NA,NA,NA,NA,"KU572519",NA,NA,NA,NA,NA,NA,"Temnothorax parvulus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628402",NA,"MF427500","MF427391","MF427064","MF427173",NA,NA,"MF427282","MF436535","MF436426","MF436317",NA,"Temnothorax pastinifer","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628405",NA,"MF427502","MF427393","MF427066","MF427175",NA,NA,"MF427284","MF436537","MF436428","MF436319",NA,"Temnothorax pergandei","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628411","KJ860228","KJ860040","MF427394","MF427067","KJ861499",NA,"KJ860657","MF427285","MF436538","MF436429","MF436320","KJ860456","Temnothorax poeyi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628418",NA,"MF427505","MF427396","MF427069","MF427178",NA,NA,"MF427287","MF436540","MF436431","MF436322",NA,"Temnothorax punctithorax","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628420",NA,"MF427506","MF427397","MF427070","MF427179",NA,NA,"MF427288","MF436541","MF436432","MF436323",NA,"Temnothorax purpuratus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"314137",NA,"MF427507","MF427398","MF427071","MF427180",NA,NA,"MF427289","MF436542","MF436433","MF436324",NA,"Temnothorax ravouxi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"61279","X73273","MF427508","MF427399","MF427072","MF427181",NA,NA,"MF427290","MF436543","MF436434","MF436325",NA,"Temnothorax recedens","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628423",NA,"MF427509","MF427400","MF427073","MF427182",NA,NA,"MF427291","MF436544","MF436435","MF436326",NA,"Temnothorax rothneyi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"215518","EF012942","EF013070","MF427401","MF427074","JQ326770","KR877603","EF013357","MF427292","GU085794","MF436436","MF436327","KJ860457","Temnothorax rugatulus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628433",NA,"MF427512","MF427403","MF427076","MF427185",NA,NA,"MF427294","MF436547","MF436438","MF436329",NA,"Temnothorax sallei","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628434",NA,"MF427513","MF427404","MF427077","MF427186",NA,NA,"MF427295","MF436548","MF436439","MF436330",NA,"Temnothorax salvini","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628444",NA,"MF427514","MF427405","MF427078","MF427187",NA,NA,"MF427296","MF436549","MF436440","MF436331",NA,"Temnothorax schaumii","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628446",NA,NA,NA,NA,NA,"KU845397",NA,NA,NA,NA,NA,NA,"Temnothorax schoedli","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628449",NA,"MF427515","MF427406","MF427079","MF427188",NA,NA,"MF427297","MF436550","MF436441","MF436332",NA,"Temnothorax semenovi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"106196",NA,"MF427516","MF427407","MF427080","MF427189",NA,NA,"MF427298","MF436551","MF436442","MF436333",NA,"Temnothorax semiruber","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"1810712",NA,NA,NA,NA,NA,"KU845448",NA,NA,NA,NA,NA,NA,"Temnothorax similis","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628458",NA,"MF427517","MF427408","MF427081","MF427190",NA,NA,"MF427299","MF436552","MF436443","MF436334",NA,"Temnothorax smithi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628461",NA,"MF427518","MF427409","MF427082","MF427191",NA,NA,"MF427300","MF436553","MF436444","MF436335",NA,"Temnothorax spinosior","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628463",NA,"MF427519","MF427410","MF427083","MF427192",NA,NA,"MF427301","MF436554","MF436445","MF436336",NA,"Temnothorax splendens","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628466",NA,"MF427520","MF427411","MF427084","MF427193",NA,NA,"MF427302","MF427532","MF436446","MF436337",NA,"Temnothorax stenotyle","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628469",NA,"MF427521","MF427412","MF427085","MF427194",NA,NA,"MF427303","MF436555","MF436447","MF436338",NA,"Temnothorax striatulus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"613014",NA,NA,NA,"LN871217",NA,NA,NA,NA,NA,NA,NA,NA,"Temnothorax stumperi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628471",NA,"MF427523","MF427414","MF427087","MF427196","KC419048",NA,"MF427305","MF436557","MF436449","MF436340",NA,"Temnothorax subditivus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"1810713",NA,NA,NA,NA,NA,"KU845443",NA,NA,NA,NA,NA,NA,"Temnothorax subtilis","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628475",NA,NA,"LK392486","LK392480",NA,NA,NA,NA,NA,NA,NA,NA,"Temnothorax tamarae","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"1790073",NA,NA,NA,NA,NA,"KU572521",NA,NA,NA,NA,NA,NA,"Temnothorax tergestinus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628482",NA,"MF427524","MF427415","MF427088","MF427197",NA,NA,"MF427306","MF436558","MF436450","MF436341",NA,"Temnothorax terricola","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628488",NA,"MF427525","MF427416","MF427089","MF427198",NA,NA,"MF427307","MF436559","MF436451","MF436342",NA,"Temnothorax torrei","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"369241","DQ353451","DQ353671","MF427417","MF427090","MF427199","DQ353358",NA,"MF427308","MF436560","MF436452","MF436343",NA,"Temnothorax tricarinatus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628494",NA,"MF427527","MF427418","MF427091","MF427200",NA,NA,"MF427309","MF436561","MF436453","MF436344",NA,"Temnothorax turcicus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628496",NA,"MF427528","MF427419","MF427092","MF427201",NA,NA,"MF427310","MF436562","MF436454","MF436345",NA,"Temnothorax tuscaloosae","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"61278",NA,"MF427529","MF427420","MF427093","MF427202",NA,NA,"MF427311","MF436563","MF436455","MF436346",NA,"Temnothorax unifasciatus","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628510",NA,"MF427530","MF427421","MF427094","MF427203",NA,NA,"MF427312","MF436564","MF436456","MF436347",NA,"Temnothorax whitfordi","Temnothorax","Formicoxenini","Myrmicinae","Formicidae"
"628515",NA,NA,NA,NA,NA,"DQ176223",NA,NA,NA,NA,NA,NA,"Terataner alluaudi","Terataner","Formicoxenini","Myrmicinae","Formicidae"
"628516","KJ860229","KJ860041","KJ861316","KJ861929","KJ861500",NA,"KJ860658","KJ859853","KJ861119","KJ860887","KJ861729","KJ860458","Terataner bottegoi","Terataner","Formicoxenini","Myrmicinae","Formicidae"
"628521",NA,NA,NA,"KM579362","KM597412",NA,NA,NA,NA,NA,"KM579083",NA,"Terataner rufipes","Terataner","Formicoxenini","Myrmicinae","Formicidae"
"628526",NA,NA,NA,NA,NA,"KF200975",NA,NA,NA,NA,NA,NA,"Terataner xaltus","Terataner","Formicoxenini","Myrmicinae","Formicidae"
"629184","KJ860243","KJ860055","KJ861330","KJ861943","KJ861514",NA,"KJ860672","KJ859867","KJ861137","KJ860906","KJ861748","KJ860477","Vombisidris bilongrudi","Vombisidris","Formicoxenini","Myrmicinae","Formicidae"
"369252","EF012951","EF013079","DQ352904","DQ353005","EF013659","DQ353320","EF013369","EF013531","KJ861139","KJ860908","KJ861750","KJ860479","Xenomyrmex floridanus","Xenomyrmex","Formicoxenini","Myrmicinae","Formicidae"
"610674","KJ860119","KJ859931","KJ861207","KJ861819","KJ861392",NA,"KJ860548","KJ859744","KJ860990","KJ860750","KJ861592","KJ860321","Lenomyrmex colwelli","Lenomyrmex","Lenomyrmecini","Myrmicinae","Formicidae"
"611176","KJ860120","KJ859932","KJ861208","KJ861820","KJ861393",NA,"KJ860549","KJ859745","KJ860992","KJ860752","KJ861594","KJ860323","Liomyrmex gestroi","Liomyrmex","Liomyrmecini","Myrmicinae","Formicidae"
"520062",NA,NA,NA,NA,NA,"EU646763",NA,NA,NA,NA,NA,NA,"Melissotarsus beccarii","Melissotarsus","Melissotarsini","Myrmicinae","Formicidae"
"520063",NA,NA,NA,NA,NA,"EU646768",NA,NA,NA,NA,NA,NA,"Melissotarsus emeryi","Melissotarsus","Melissotarsini","Myrmicinae","Formicidae"
"520064","KJ860129","KJ859941","KJ861216","KM579222","KM597297","KF461544","KJ860558","KJ859753","KJ861000","KJ860762","KJ861604","KJ860333","Melissotarsus insularis","Melissotarsus","Melissotarsini","Myrmicinae","Formicidae"
"520065",NA,NA,NA,NA,NA,"EU646896",NA,NA,NA,NA,NA,NA,"Melissotarsus weissi","Melissotarsus","Melissotarsini","Myrmicinae","Formicidae"
"369230","DQ353435","DQ353666","DQ352991","DQ353057","DQ353180","DQ353306",NA,NA,NA,NA,NA,NA,"Rhopalomastix janeti","Rhopalomastix","Melissotarsini","Myrmicinae","Formicidae"
"411787","EF012929","EF013057","EF013185","EF013765","EF013637",NA,"EF013342","EF013504","KJ861077","KJ860842","KJ861684","KJ860413","Rhopalomastix rothneyi","Rhopalomastix","Melissotarsini","Myrmicinae","Formicidae"
"369105","DQ353452","DQ353593","DQ353000","DQ353044","DQ353185","DQ353376",NA,NA,NA,NA,NA,NA,"Calyptomyrmex beccarii","Calyptomyrmex","Meranoplini","Myrmicinae","Formicidae"
"604603","KJ860078","KJ859890","KJ861167","KJ861778","GU075846",NA,"KJ860507","KJ859704","GU085757","KJ860702","KJ861544","KJ860273","Calyptomyrmex kaurus","Calyptomyrmex","Meranoplini","Myrmicinae","Formicidae"
"611891","KJ860130","KJ859942","KJ861217","KJ861830","KJ861402",NA,"KJ860559","KJ859754","KJ861001","KJ860763","KJ861605","KJ860334","Meranoplus castaneus","Meranoplus","Meranoplini","Myrmicinae","Formicidae"
"369166","DQ353420","DQ353591","DQ352928","KM579223","KM597298","DQ353283",NA,NA,NA,NA,"KM578944",NA,"Meranoplus mayri","Meranoplus","Meranoplini","Myrmicinae","Formicidae"
"611941",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KJ860764","KJ861606","KJ860335","Meranoplus radamae","Meranoplus","Meranoplini","Myrmicinae","Formicidae"
"369169","EF012884","EF013012","DQ352951","EF013720","JQ326774",NA,"EF013287","EF013449","KJ861006","KJ860769","KJ861611","KJ860340","Metapone madagascarica","Metapone","Metaponini","Myrmicinae","Formicidae"
"602937","KJ860060","KJ859872","KJ861149","KJ861760","KJ861335",NA,"KJ860489","KJ859686","KJ860919","KJ860678","KJ861520","KJ860249","Acanthomyrmex ferox","Acanthomyrmex","Myrmecinini","Myrmicinae","Formicidae"
"357227","KJ860153","KJ859965","KJ861240","KJ861853","KJ861425","DQ249340","KJ860582","KJ859777","KJ861029","KJ860792","KJ861634","KJ860363","Myrmecina americana","Myrmecina","Myrmecinini","Myrmicinae","Formicidae"
"357228","EF012887","EF013015","EF013143","EF013723","EF013595","DQ249328","EF013293","EF013455","GU085790","KJ860793","KJ861635","KJ860364","Myrmecina graminicola","Myrmecina","Myrmecinini","Myrmicinae","Formicidae"
"357229",NA,NA,NA,NA,NA,"KX016641",NA,NA,NA,NA,NA,NA,"Myrmecina nipponica","Myrmecina","Myrmecinini","Myrmicinae","Formicidae"
